App_app,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_MB,Update_Year,Update_Month,Android_Version,App_clean,App_len,App_lower,App_no_S,Revenue,App_rev,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,review_text,sentiment_compound,sentiment_subjectivity,App_rev_clean,Category_translated,Last_Updated_Date,Month_Year,task1_last_update_jan,task1_size_ge_10MB,task1_avg_rating_ge_4,task1_eligible,task2_eligible,task3_installs_ge_10k,task3_revenue_ge_10k,task3_android_gt_4,task3_size_gt_15,task3_content_everyone,task3_app_len_le_30,task3_eligible,task4_reviews_gt_500,task4_app_not_start_xyz,task4_app_no_S,task4_cat_starts_with_ECB,task4_eligible,task5_rating_gt_3_5,task5_reviews_gt_500,task5_app_no_S,task5_subjectivity_gt_0_5,task5_installs_gt_50k,task5_cat_in_list,task5_eligible,task6_avg_rating_ge_4_2,task6_app_no_digits,task6_cat_start_T_or_P,task6_reviews_gt_1000,task6_size_between_20_80,task6_eligible
Uber Driver,BUSINESS,4.4,1254730,Varies with device,10000000,Free,0.0,Everyone,Business,2018-08-03,Varies with device,Varies with device,,2018.0,8.0,,Uber Driver,11,uber driver,True,0.0,,,,,,,,,,BUSINESS,2018-08-03,2018-08,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,Great,Positive,0.8,0.75,Great,0.6249,0.75,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,Good,Positive,0.7,0.6000000000000001,Good,0.4404,0.6000000000000001,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Google Primer,BUSINESS,4.4,62272,18M,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,18.0,2018.0,6.0,4.1,Google Primer,13,google primer,True,0.0,Google Primer,,,,,nan,0.0,0.0,Google Primer,BUSINESS,2018-06-26,2018-06,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Please bring back properly labeled buttons music player. I box screen reader recent updates messed seekbar buttons.,Neutral,0.0,0.1166666666666666,Please bring back properly labeled buttons music player. I box screen reader recent updates messed seekbar buttons.,-0.0258,0.11666666666666665,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,Positive,0.5449404761904761,0.7583333333333334,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,0.9748,0.7583333333333334,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Quite simply best does. It's bloat Ware, around longer ""the cloud "". Fast, great controls/intuitive, real ""learning curve"".",Positive,0.55,0.4875,"Quite simply best does. It's bloat Ware, around longer ""the cloud "". Fast, great controls/intuitive, real ""learning curve"".",0.8617,0.4875,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,My organic chemistry course used class learn. I math physics courses collaborate students. It really helps research well.,Positive,0.2,0.2,My organic chemistry course used class learn. I math physics courses collaborate students. It really helps research well.,0.6436,0.2,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,Positive,0.5777777777777778,0.6111111111111112,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,0.8779,0.6111111111111112,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I've using 5 years (I think) never let down!,Negative,-0.1944444444444444,0.2888888888888889,I've using 5 years (I think) never let down!,0.0,0.2888888888888889,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"With Box, I access documents devices.",Neutral,0.0,0.0,"With Box, I access documents devices.",0.0,0.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Very useful storage. Highly stable.,Positive,0.275,0.2699999999999999,Very useful storage. Highly stable.,0.6894,0.27,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This incredibly helpful communicating tasks need done particular project.,Positive,0.5333333333333333,0.6166666666666667,This incredibly helpful communicating tasks need done particular project.,0.4754,0.6166666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Perfect cloud storage go, collaboration",Positive,1.0,1.0,"Perfect cloud storage go, collaboration",0.5719,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,How remove 2 step verification number permanently closed,Negative,-0.1,0.1,How remove 2 step verification number permanently closed,0.0772,0.1,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Best cloud-based file storage, real-time backup collaboration solution money.",Positive,1.0,0.3,"Best cloud-based file storage, real-time backup collaboration solution money.",0.7579,0.3,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good file keep mobile,Positive,0.7,0.6000000000000001,Good file keep mobile,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Does well, though business casual user.",Negative,-0.5000000000000001,0.8666666666666667,"Does well, though business casual user.",0.4404,0.8666666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"I ""rocketbook""",Neutral,0.0,0.0,"I ""rocketbook""",0.0,0.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Awesome Clouding.,Positive,1.0,1.0,Awesome Clouding.,0.6249,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,v4.20.1 - initial install,Neutral,0.0,0.0,v4.20.1 - initial install,0.0,0.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Work well transferring multiple photographs.,Neutral,0.0,0.0,Work well transferring multiple photographs.,0.2732,0.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Works well,Neutral,0.0,0.0,Works well,0.2732,0.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Very good,Positive,0.91,0.7800000000000001,Very good,0.4927,0.7800000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,So far good,Positive,0.3999999999999999,0.8,So far good,0.4902,0.8,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
